,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag,Station Name,Province,Current Station Operator,Latitude,Longitude,Elevation,Climate Identifier,WMO Identifier
308,2015-11-05,2015,11,5,,10.9,,4.6,,7.8,,10.2,,0.0,,1.8,,0.0,,1.8,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
309,2015-11-06,2015,11,6,,10.6,,5.2,,7.9,,10.1,,0.0,,8.0,,0.0,,8.0,,0.0,,7.0,,33,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
310,2015-11-07,2015,11,7,,11.1,,7.7,,9.4,,8.6,,0.0,,46.2,,0.0,,46.2,,0.0,,10.0,,46,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
311,2015-11-08,2015,11,8,,10.3,,5.4,,7.9,,10.1,,0.0,,0.8,,0.0,,0.8,,0.0,,6.0,,35,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
312,2015-11-09,2015,11,9,,9.6,,2.5,,6.1,,11.9,,0.0,,0.0,,0.0,,0.0,,0.0,,29.0,,35,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
313,2015-11-10,2015,11,10,,8.9,,1.0,,5.0,,13.0,,0.0,,3.6,,0.0,,3.6,,0.0,,15.0,,46,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
314,2015-11-11,2015,11,11,,10.2,,4.0,,7.1,,10.9,,0.0,,4.2,,0.0,,4.2,,0.0,,21.0,,43,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
315,2015-11-12,2015,11,12,,9.2,,3.2,,6.2,,11.8,,0.0,,25.6,,0.0,,25.6,,0.0,,15.0,,59,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
316,2015-11-13,2015,11,13,,12.2,,8.0,,10.1,,7.9,,0.0,,7.0,,0.0,,7.0,,0.0,,15.0,,52,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
317,2015-11-14,2015,11,14,,8.9,,6.4,,7.7,,10.3,,0.0,,6.6,,0.0,,6.6,,0.0,,29.0,,32,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
318,2015-11-15,2015,11,15,,8.1,,5.8,,7.0,,11.0,,0.0,,1.8,,0.0,,1.8,,0.0,,28.0,,59,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
319,2015-11-16,2015,11,16,,6.9,,-0.3,,3.3,,14.7,,0.0,,26.0,,0.0,,26.0,,0.0,,7.0,,48,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
320,2015-11-17,2015,11,17,,13.1,,5.5,,9.3,,8.7,,0.0,,5.8,,0.0,,5.8,,0.0,,30.0,,69,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
321,2015-11-18,2015,11,18,,7.5,,3.4,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,0.0,,28.0,,61,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
322,2015-11-19,2015,11,19,,6.7,,-1.4,,2.7,,15.3,,0.0,,0.0,,0.0,,0.0,,0.0,,29.0,,41,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
323,2015-11-20,2015,11,20,,6.1,,-3.1,,1.5,,16.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
324,2015-11-21,2015,11,21,,6.2,,-3.4,,1.4,,16.6,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
325,2015-11-22,2015,11,22,,6.9,,-1.6,,2.7,,15.3,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
326,2015-11-23,2015,11,23,,5.5,,3.0,,4.3,,13.7,,0.0,,6.2,,0.0,,6.2,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
327,2015-11-24,2015,11,24,,8.6,,-2.2,,3.2,,14.8,,0.0,,2.0,,0.0,,2.0,,0.0,,30.0,,37,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
328,2015-11-25,2015,11,25,,6.3,,-4.0,,1.2,,16.8,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
329,2015-11-26,2015,11,26,,6.4,,-3.7,,1.4,,16.6,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
330,2015-11-27,2015,11,27,,6.3,,-4.0,,1.2,,16.8,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
331,2015-11-28,2015,11,28,,5.2,,-4.7,,0.3,,17.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
332,2015-11-29,2015,11,29,,4.3,,-4.5,,-0.1,,18.1,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
333,2015-11-30,2015,11,30,,7.5,,-5.3,,1.1,,16.9,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,,32,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
334,2015-12-01,2015,12,1,,10.8,,5.2,,8.0,,10.0,,0.0,,11.6,,0.0,,11.6,,0.0,,10.0,,39,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
335,2015-12-02,2015,12,2,,11.0,,6.8,,8.9,,9.1,,0.0,,2.2,,0.0,,2.2,,0.0,,10.0,,46,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
336,2015-12-03,2015,12,3,,13.9,,7.1,,10.5,,7.5,,0.0,,9.0,,0.0,,9.0,,0.0,,12.0,,72,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
337,2015-12-04,2015,12,4,,10.4,,4.4,,7.4,,10.6,,0.0,,3.0,,0.0,,3.0,,0.0,,16.0,,43,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
338,2015-12-05,2015,12,5,,9.4,,6.9,,8.2,,9.8,,0.0,,32.2,,0.0,,32.2,,0.0,,10.0,,59,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
339,2015-12-06,2015,12,6,,10.7,,7.4,,9.1,,8.9,,0.0,,18.8,,0.0,,18.8,,0.0,,14.0,,72,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
340,2015-12-07,2015,12,7,,10.3,,8.5,,9.4,,8.6,,0.0,,10.6,,0.0,,10.6,,0.0,,16.0,,69,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
341,2015-12-08,2015,12,8,,13.8,,8.1,,11.0,,7.0,,0.0,,16.6,,0.0,,16.6,,0.0,,13.0,,54,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
342,2015-12-09,2015,12,9,,10.6,,6.5,,8.6,,9.4,,0.0,,8.8,,0.0,,8.8,,0.0,,21.0,,46,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
343,2015-12-10,2015,12,10,,10.8,,5.8,,8.3,,9.7,,0.0,,9.0,,0.0,,9.0,,0.0,,12.0,,69,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
344,2015-12-11,2015,12,11,,11.3,,2.6,,7.0,,11.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.0,,39,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
345,2015-12-12,2015,12,12,,8.7,,1.5,,5.1,,12.9,,0.0,,26.4,,0.0,,26.4,,0.0,,17.0,,65,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
346,2015-12-13,2015,12,13,,8.6,,5.9,,7.3,,10.7,,0.0,,13.2,,0.0,,13.2,,0.0,,28.0,,63,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
347,2015-12-14,2015,12,14,,6.7,,1.8,,4.3,,13.7,,0.0,,0.8,,0.0,,0.8,,0.0,,29.0,,43,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
348,2015-12-15,2015,12,15,,5.3,E,1.8,E,3.6,E,14.4,E,0.0,E,,M,,M,2.4,E,0.0,,,M,,M,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
349,2015-12-16,2015,12,16,,5.3,,0.1,,2.7,,15.3,,0.0,,0.0,,0.0,,0.0,,0.0,,29.0,,39,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
350,2015-12-17,2015,12,17,,3.4,,0.8,,2.1,,15.9,,0.0,,12.8,,0.0,T,12.8,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
351,2015-12-18,2015,12,18,,8.5,,2.9,,5.7,,12.3,,0.0,,14.6,,0.0,,14.6,,0.0,,20.0,,48,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
352,2015-12-19,2015,12,19,,7.3,,3.5,,5.4,,12.6,,0.0,,0.0,T,0.0,,0.0,T,0.0,,15.0,,48,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
353,2015-12-20,2015,12,20,,7.6,,2.3,,5.0,,13.0,,0.0,,7.2,,0.0,,7.2,,0.0,,15.0,,54,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
354,2015-12-21,2015,12,21,,5.9,,2.0,,4.0,,14.0,,0.0,,2.4,,0.0,,2.4,,0.0,,29.0,,43,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
355,2015-12-22,2015,12,22,,4.9,,-0.1,,2.4,,15.6,,0.0,,7.4,,0.0,,7.4,,0.0,,8.0,,35,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
356,2015-12-23,2015,12,23,,6.1,,1.1,,3.6,,14.4,,0.0,,8.6,,0.0,,8.6,,0.0,,12.0,,33,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
357,2015-12-24,2015,12,24,,5.0,,2.1,,3.6,,14.4,,0.0,,1.4,,0.0,,1.4,,0.0,,29.0,,32,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
358,2015-12-25,2015,12,25,,5.1,,-0.7,,2.2,,15.8,,0.0,,0.0,,0.0,,0.0,,0.0,,29.0,,35,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
359,2015-12-26,2015,12,26,,3.8,,-0.1,,1.9,,16.1,,0.0,,0.2,,0.0,,0.2,,0.0,,7.0,,32,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
360,2015-12-27,2015,12,27,,5.4,,1.2,,3.3,,14.7,,0.0,,13.0,,0.0,,13.0,,0.0,,11.0,,48,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
361,2015-12-28,2015,12,28,,4.6,,-0.4,,2.1,,15.9,,0.0,,0.4,,0.0,,0.4,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
362,2015-12-29,2015,12,29,,5.6,,-1.9,,1.9,,16.1,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
363,2015-12-30,2015,12,30,,2.6,,-4.5,,-1.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
364,2015-12-31,2015,12,31,,2.7,,-5.4,,-1.4,,19.4,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
0,2016-01-01,2016,1,1,,2.6,,-6.1,,-1.8,,19.8,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
1,2016-01-02,2016,1,2,,2.6,,-6.5,,-2.0,,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
2,2016-01-03,2016,1,3,,2.9,,-5.3,,-1.2,,19.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
3,2016-01-04,2016,1,4,,4.1,,-2.6,,0.8,,17.2,,0.0,,0.8,,0.0,,0.8,,2.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
4,2016-01-05,2016,1,5,,4.0,,-2.9,,0.6,,17.4,,0.0,,7.8,,1.0,,8.8,,0.0,,32.0,,43,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
5,2016-01-06,2016,1,6,,6.7,,2.4,,4.6,,13.4,,0.0,,1.8,,0.0,,1.8,,0.0,,29.0,,37,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
6,2016-01-07,2016,1,7,,6.1,,1.1,,3.6,,14.4,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
7,2016-01-08,2016,1,8,,7.5,,0.0,,3.8,,14.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
8,2016-01-09,2016,1,9,,6.3,,-2.3,,2.0,,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
9,2016-01-10,2016,1,10,,7.0,,-3.0,,2.0,,16.0,,0.0,,0.0,T,0.0,,0.0,T,0.0,,32.0,,35,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
10,2016-01-11,2016,1,11,,6.0,,-4.1,,1.0,,17.0,,0.0,,12.8,,0.0,,12.8,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
11,2016-01-12,2016,1,12,,7.7,,4.6,,6.2,,11.8,,0.0,,16.8,,0.0,,16.8,,0.0,,8.0,,33,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
12,2016-01-13,2016,1,13,,8.8,,1.9,,5.4,,12.6,,0.0,,9.6,,0.0,,9.6,,0.0,,20.0,,33,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
13,2016-01-14,2016,1,14,,8.4,,2.2,,5.3,,12.7,,0.0,,0.8,,0.0,,0.8,,0.0,,32.0,,33,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
14,2016-01-15,2016,1,15,,5.6,,-2.0,,1.8,,16.2,,0.0,,0.2,,0.0,,0.2,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
15,2016-01-16,2016,1,16,,8.9,,4.8,,6.9,,11.1,,0.0,,12.8,,0.0,,12.8,,0.0,,9.0,,37,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
16,2016-01-17,2016,1,17,,10.0,,6.8,,8.4,,9.6,,0.0,,7.0,,0.0,,7.0,,0.0,,12.0,,48,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
17,2016-01-18,2016,1,18,,9.8,,6.1,,8.0,,10.0,,0.0,,4.6,,0.0,,4.6,,0.0,,6.0,,41,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
18,2016-01-19,2016,1,19,,9.6,,3.4,,6.5,,11.5,,0.0,,0.8,,0.0,,0.8,,0.0,,13.0,,39,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
19,2016-01-20,2016,1,20,,8.5,,0.3,,4.4,,13.6,,0.0,,2.0,,0.0,,2.0,,0.0,,10.0,,39,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
20,2016-01-21,2016,1,21,,10.8,,5.6,,8.2,,9.8,,0.0,,25.4,,0.0,,25.4,,0.0,,7.0,,35,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
21,2016-01-22,2016,1,22,,11.3,,7.0,,9.2,,8.8,,0.0,,14.0,,0.0,,14.0,,0.0,,16.0,,43,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
22,2016-01-23,2016,1,23,,8.2,,4.1,,6.2,,11.8,,0.0,,0.0,,0.0,,0.0,,0.0,,29.0,,32,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
23,2016-01-24,2016,1,24,,9.4,,2.5,,6.0,,12.0,,0.0,,1.0,,0.0,,1.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
24,2016-01-25,2016,1,25,,9.6,,2.4,,6.0,,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
25,2016-01-26,2016,1,26,,10.1,,7.2,,8.7,,9.3,,0.0,,,M,0.0,,,M,0.0,,8.0,,37,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
26,2016-01-27,2016,1,27,,12.2,,9.2,,10.7,,7.3,,0.0,,17.2,,0.0,,17.2,,0.0,,11.0,,44,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
27,2016-01-28,2016,1,28,,12.0,,4.2,,8.1,,9.9,,0.0,,12.8,,0.0,,12.8,,0.0,,15.0,,54,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
28,2016-01-29,2016,1,29,,7.9,,4.2,,6.1,,11.9,,0.0,,8.2,,0.0,,8.2,,0.0,,20.0,,37,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
29,2016-01-30,2016,1,30,,7.0,,2.1,,4.6,,13.4,,0.0,,1.8,,0.0,,1.8,,0.0,,16.0,,41,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
30,2016-01-31,2016,1,31,,6.5,,2.8,,4.7,,13.3,,0.0,,9.0,,0.0,,9.0,,0.0,,15.0,,37,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
31,2016-02-01,2016,2,1,,6.6,,2.1,,4.4,,13.6,,0.0,,1.2,,0.0,,1.2,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
32,2016-02-02,2016,2,2,,7.1,,2.9,,5.0,,13.0,,0.0,,1.6,,0.0,,1.6,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
33,2016-02-03,2016,2,3,,7.8,,4.1,,6.0,,12.0,,0.0,,12.2,,0.0,,12.2,,0.0,,9.0,,43,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
34,2016-02-04,2016,2,4,,8.8,,5.3,,7.1,,10.9,,0.0,,4.4,,0.0,,4.4,,0.0,,19.0,,39,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
35,2016-02-05,2016,2,5,,10.6,,6.2,,8.4,,9.6,,0.0,,8.0,,0.0,,8.0,,0.0,,28.0,,65,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
36,2016-02-06,2016,2,6,,9.4,,2.4,,5.9,,12.1,,0.0,,0.0,,0.0,,0.0,,0.0,,26.0,,33,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
37,2016-02-07,2016,2,7,,7.7,,1.6,,4.7,,13.3,,0.0,,0.4,,0.0,,0.4,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
38,2016-02-08,2016,2,8,,9.1,,3.8,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,0.0,,31.0,,33,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
39,2016-02-09,2016,2,9,,13.3,,1.3,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
40,2016-02-10,2016,2,10,,11.9,,3.8,,7.9,,10.1,,0.0,,5.0,,0.0,,5.0,,0.0,,12.0,,48,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
41,2016-02-11,2016,2,11,,10.9,,4.4,,7.7,,10.3,,0.0,,8.8,,0.0,,8.8,,0.0,,4.0,,33,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
42,2016-02-12,2016,2,12,,13.6,,8.0,,10.8,,7.2,,0.0,,15.4,,0.0,,15.4,,0.0,,19.0,,37,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
43,2016-02-13,2016,2,13,,10.3,,5.1,,7.7,,10.3,,0.0,,13.2,,0.0,,13.2,,0.0,,16.0,,35,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
44,2016-02-14,2016,2,14,,9.9,,6.4,,8.2,,9.8,,0.0,,8.6,,0.0,,8.6,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
45,2016-02-15,2016,2,15,,10.0,,6.8,,8.4,,9.6,,0.0,,23.4,,0.0,,23.4,,0.0,,8.0,,35,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
46,2016-02-16,2016,2,16,,12.8,,2.9,,7.9,,10.1,,0.0,,0.0,,0.0,,0.0,,0.0,,11.0,,33,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
47,2016-02-17,2016,2,17,,10.0,,6.4,,8.2,,9.8,,0.0,,7.8,,0.0,,7.8,,0.0,,27.0,,35,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
48,2016-02-18,2016,2,18,,,M,6.6,E,,M,,M,,M,,M,,,,M,0.0,,,M,,M,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
49,2016-02-19,2016,2,19,,9.7,,6.5,,8.1,,9.9,,0.0,,7.2,,0.0,,7.2,,0.0,,20.0,,41,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
50,2016-02-20,2016,2,20,,10.2,,4.4,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,0.0,,15.0,,37,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
51,2016-02-21,2016,2,21,,8.7,,0.6,,4.7,,13.3,,0.0,,1.0,,0.0,,1.0,,0.0,,13.0,,35,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
52,2016-02-22,2016,2,22,,10.1,,1.7,,5.9,,12.1,,0.0,,0.0,T,0.0,,0.0,T,0.0,,19.0,,35,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
53,2016-02-23,2016,2,23,,7.8,,-2.1,,2.9,,15.1,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
54,2016-02-24,2016,2,24,,10.7,,3.5,,7.1,,10.9,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
55,2016-02-25,2016,2,25,,10.8,,2.6,,6.7,,11.3,,0.0,,0.0,,0.0,,0.0,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
56,2016-02-26,2016,2,26,,10.5,,3.3,,6.9,,11.1,,0.0,,1.2,,0.0,,1.2,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
57,2016-02-27,2016,2,27,,11.3,,7.3,,9.3,,8.7,,0.0,,0.8,,0.0,,0.8,,0.0,,,,<31,,VANCOUVER INTL A,BRITISH COLUMBIA,49.19,-123.18,4.30,1108395,71892,YVR
